id,label
21098,0
21099,1
21100,0
21101,0
21102,0
21103,1
21104,1
21105,0
21106,0
21107,1
21108,0
21109,1
21110,0
21111,0
21112,1
21113,0
21114,0
21115,0
21116,0
21117,1
21118,1
21119,1
21120,0
21121,0
21122,1
21123,0
21124,1
21125,0
21126,0
21127,0
21128,0
21129,0
21130,0
21131,0
21132,1
21133,1
21134,0
21135,1
21136,1
21137,1
21138,1
21139,0
21140,0
21141,1
21142,0
21143,1
21144,0
21145,1
21146,0
21147,1
21148,1
21149,0
21150,0
21151,0
21152,0
21153,1
21154,0
21155,0
21156,1
21157,0
21158,0
21159,0
21160,1
21161,1
21162,1
21163,1
21164,1
21165,0
21166,0
21167,1
21168,0
21169,1
21170,0
21171,1
21172,1
21173,1
21174,0
21175,0
21176,1
21177,0
21178,1
21179,1
21180,0
21181,0
21182,0
21183,1
21184,0
21185,1
21186,0
21187,0
21188,1
21189,0
21190,0
21191,0
21192,1
21193,1
21194,0
21195,0
21196,0
21197,1
21198,1
21199,1
21200,0
21201,0
21202,0
21203,0
21204,0
21205,1
21206,1
21207,1
21208,0
21209,1
21210,1
21211,0
21212,0
21213,0
21214,0
21215,0
21216,1
21217,0
21218,0
21219,0
21220,1
21221,1
21222,1
21223,0
21224,0
21225,0
21226,0
21227,0
21228,1
21229,0
21230,1
21231,0
21232,0
21233,1
21234,1
21235,1
21236,0
21237,0
21238,1
21239,0
21240,0
21241,0
21242,1
21243,1
21244,1
21245,0
21246,0
21247,0
21248,0
21249,1
21250,1
21251,0
21252,1
21253,0
21254,0
21255,0
21256,1
21257,0
21258,1
21259,0
21260,1
21261,0
21262,0
21263,0
21264,1
21265,1
21266,1
21267,1
21268,0
21269,0
21270,1
21271,1
21272,1
21273,0
21274,1
21275,1
21276,1
21277,0
21278,1
21279,1
21280,1
21281,1
21282,1
21283,1
21284,0
21285,1
21286,0
21287,0
21288,1
21289,1
21290,1
21291,0
21292,1
21293,1
21294,0
21295,1
21296,0
21297,1
21298,1
21299,1
21300,0
21301,1
21302,1
21303,0
21304,1
21305,0
21306,0
21307,0
21308,1
21309,1
21310,0
21311,1
21312,1
21313,1
21314,1
21315,0
21316,0
21317,0
21318,0
21319,1
21320,1
21321,0
21322,0
21323,0
21324,0
21325,0
21326,0
21327,0
21328,0
21329,1
21330,0
21331,0
21332,1
21333,1
21334,0
21335,1
21336,1
21337,1
21338,0
21339,1
21340,1
21341,1
21342,1
21343,1
21344,0
21345,0
21346,0
21347,1
21348,1
21349,1
21350,1
21351,0
21352,1
21353,1
21354,1
21355,1
21356,0
21357,1
21358,1
21359,0
21360,1
21361,0
21362,1
21363,1
21364,1
21365,0
21366,1
21367,1
21368,0
21369,1
21370,1
21371,1
21372,1
21373,1
21374,0
21375,1
21376,0
21377,0
21378,1
21379,1
21380,1
21381,1
21382,1
21383,0
21384,0
21385,1
21386,1
21387,1
21388,1
21389,0
21390,1
21391,0
21392,1
21393,0
21394,1
21395,1
21396,1
21397,0
21398,0
21399,1
21400,0
21401,1
21402,0
21403,0
21404,0
21405,0
21406,1
21407,0
21408,1
21409,0
21410,0
21411,1
21412,1
21413,1
21414,1
21415,1
21416,1
21417,0
21418,1
21419,1
21420,1
21421,0
21422,0
21423,1
21424,1
21425,1
21426,1
21427,0
21428,0
21429,1
21430,1
21431,1
21432,0
21433,0
21434,1
21435,0
21436,0
21437,1
21438,1
21439,1
21440,0
21441,0
21442,0
21443,0
21444,0
21445,0
21446,0
21447,0
21448,0
21449,0
21450,1
21451,1
21452,1
21453,1
21454,0
21455,1
21456,1
21457,1
21458,0
21459,1
21460,0
21461,0
21462,1
21463,1
21464,0
21465,0
21466,1
21467,0
21468,0
21469,1
21470,0
21471,0
21472,0
21473,1
21474,0
21475,0
21476,1
21477,0
21478,0
21479,1
21480,0
21481,1
21482,1
21483,1
21484,0
21485,0
21486,1
21487,0
21488,0
21489,1
21490,1
21491,1
21492,0
21493,0
21494,0
21495,0
21496,0
21497,0
21498,1
21499,0
21500,0
21501,1
21502,1
21503,0
21504,1
21505,1
21506,1
21507,0
21508,1
21509,1
21510,1
21511,1
21512,0
21513,1
21514,1
21515,0
21516,0
21517,1
21518,0
21519,1
21520,0
21521,1
21522,0
21523,0
21524,1
21525,1
21526,0
21527,1
21528,1
21529,1
21530,1
21531,1
21532,1
21533,0
21534,1
21535,0
21536,0
21537,0
21538,1
21539,1
21540,0
21541,1
21542,0
21543,1
21544,0
21545,1
21546,0
21547,1
21548,0
21549,0
21550,0
21551,0
21552,0
21553,1
21554,1
21555,0
21556,1
21557,0
21558,0
21559,1
21560,1
21561,0
21562,0
21563,0
21564,0
21565,0
21566,1
21567,0
21568,1
21569,0
21570,0
21571,1
21572,0
21573,0
21574,1
21575,0
21576,0
21577,0
21578,1
21579,0
21580,1
21581,0
21582,1
21583,0
21584,1
21585,0
21586,1
21587,0
21588,1
21589,0
21590,0
21591,1
21592,0
21593,1
21594,1
21595,0
21596,1
21597,1
21598,0
21599,1
21600,1
21601,0
21602,0
21603,0
21604,1
21605,1
21606,0
21607,0
21608,0
21609,0
21610,1
21611,1
21612,1
21613,1
21614,0
21615,1
21616,0
21617,1
21618,1
21619,1
21620,0
21621,0
21622,0
21623,0
21624,0
21625,1
21626,1
21627,1
21628,0
21629,0
21630,0
21631,0
21632,0
21633,0
21634,1
21635,1
21636,0
21637,0
21638,0
21639,0
21640,1
21641,1
21642,0
21643,0
21644,1
21645,0
21646,1
21647,1
21648,0
21649,1
21650,0
21651,1
21652,1
21653,0
21654,0
21655,0
21656,0
21657,1
21658,1
21659,1
21660,1
21661,1
21662,0
21663,0
21664,0
21665,0
21666,0
21667,0
21668,1
21669,1
21670,1
21671,0
21672,1
21673,0
21674,0
21675,0
21676,0
21677,1
21678,0
21679,1
21680,0
21681,0
21682,1
21683,1
21684,1
21685,0
21686,1
21687,1
21688,1
21689,1
21690,1
21691,0
21692,1
21693,0
21694,1
21695,0
21696,0
21697,0
21698,1
21699,0
21700,1
21701,1
21702,0
21703,0
21704,1
21705,0
21706,0
21707,0
21708,0
21709,0
21710,0
21711,0
21712,1
21713,0
21714,1
21715,0
21716,1
21717,0
21718,1
21719,1
21720,0
21721,0
21722,1
21723,0
21724,1
21725,0
21726,0
21727,1
21728,0
21729,1
21730,0
21731,0
21732,1
21733,0
21734,1
21735,0
21736,1
21737,0
21738,0
21739,1
21740,1
21741,0
21742,1
21743,1
21744,1
21745,0
21746,1
21747,0
21748,1
21749,1
21750,1
21751,1
21752,1
21753,0
21754,0
21755,1
21756,1
21757,0
21758,0
21759,0
21760,1
21761,0
21762,1
21763,1
21764,0
21765,0
21766,1
21767,0
21768,0
21769,1
21770,0
21771,1
21772,0
21773,0
21774,0
21775,1
21776,0
21777,1
21778,0
21779,0
21780,1
21781,1
21782,1
21783,1
21784,1
21785,0
21786,1
21787,0
21788,1
21789,0
21790,1
21791,0
21792,0
21793,1
21794,0
21795,1
21796,0
21797,1
21798,1
21799,0
21800,0
21801,1
21802,1
21803,0
21804,1
21805,0
21806,1
21807,0
21808,0
21809,1
21810,0
21811,0
21812,0
21813,1
21814,0
21815,1
21816,1
21817,0
21818,1
21819,1
21820,1
21821,1
21822,0
21823,0
21824,1
21825,1
21826,1
21827,0
21828,0
21829,0
21830,1
21831,1
21832,0
21833,1
21834,1
21835,0
21836,0
21837,1
21838,1
21839,0
21840,0
21841,0
21842,0
21843,0
21844,0
21845,1
21846,1
21847,0
21848,1
21849,1
21850,0
21851,1
21852,1
21853,1
21854,1
21855,0
21856,1
21857,1
21858,0
21859,1
21860,1
21861,0
21862,0
21863,0
21864,1
21865,1
21866,0
21867,1
21868,0
21869,0
21870,1
21871,0
21872,1
21873,1
21874,0
21875,0
21876,1
21877,0
21878,1
21879,1
21880,0
21881,1
21882,0
21883,1
21884,1
21885,1
21886,0
21887,0
21888,1
21889,0
21890,1
21891,1
21892,0
21893,1
21894,1
21895,1
21896,0
21897,1
21898,0
21899,1
21900,0
21901,0
21902,1
21903,0
21904,1
21905,1
21906,1
21907,0
21908,1
21909,0
21910,1
21911,1
21912,0
21913,0
21914,0
21915,0
21916,0
21917,0
21918,0
21919,0
21920,0
21921,0
21922,0
21923,1
21924,0
21925,0
21926,0
21927,0
21928,0
21929,1
21930,1
21931,1
21932,0
21933,1
21934,0
21935,0
21936,1
21937,0
21938,1
21939,1
21940,1
21941,0
21942,1
21943,1
21944,1
21945,0
21946,1
21947,0
21948,1
21949,0
21950,0
21951,1
21952,1
21953,0
21954,0
21955,0
21956,1
21957,0
21958,0
21959,1
21960,0
21961,0
21962,0
21963,0
21964,1
21965,1
21966,1
21967,0
21968,1
21969,0
21970,1
21971,0
21972,0
21973,1
21974,0
21975,0
21976,1
21977,1
21978,0
21979,0
21980,1
21981,1
21982,0
21983,0
21984,0
21985,1
21986,1
21987,1
21988,1
21989,0
21990,0
21991,1
21992,0
21993,0
21994,1
21995,0
21996,0
21997,1
21998,1
21999,1
22000,1
22001,1
22002,0
22003,1
22004,1
22005,0
22006,1
22007,1
22008,1
22009,1
22010,1
22011,0
22012,1
22013,1
22014,0
22015,0
22016,1
22017,0
22018,0
22019,0
22020,0
22021,0
22022,1
22023,0
22024,0
22025,0
22026,1
22027,0
22028,0
22029,1
22030,1
22031,1
22032,1
22033,1
22034,0
22035,1
22036,1
22037,1
22038,1
22039,0
22040,1
22041,1
22042,0
22043,1
22044,0
22045,0
22046,1
22047,1
22048,0
22049,1
22050,0
22051,0
22052,1
22053,1
22054,1
22055,1
22056,1
22057,0
22058,0
22059,1
22060,1
22061,1
22062,0
22063,1
22064,1
22065,0
22066,1
22067,0
22068,0
22069,0
22070,0
22071,1
22072,0
22073,0
22074,0
22075,1
22076,1
22077,0
22078,0
22079,0
22080,0
22081,1
22082,0
22083,0
22084,0
22085,1
22086,0
22087,1
22088,0
22089,0
22090,0
22091,1
22092,1
22093,1
22094,0
22095,0
22096,0
22097,0
22098,0
22099,0
22100,0
22101,1
22102,1
22103,0
22104,1
22105,0
22106,0
22107,0
22108,1
22109,1
22110,0
22111,0
22112,1
22113,0
22114,1
22115,0
22116,0
22117,0
22118,0
22119,1
22120,0
22121,0
22122,1
22123,1
22124,1
22125,1
22126,0
22127,0
22128,0
22129,1
22130,1
22131,1
22132,1
22133,0
22134,1
22135,1
22136,1
22137,1
22138,0
22139,0
22140,1
22141,1
22142,1
22143,1
22144,0
22145,1
22146,1
22147,1
22148,1
22149,0
22150,1
22151,0
22152,0
22153,0
22154,0
22155,1
22156,1
22157,0
22158,0
22159,0
22160,0
22161,0
22162,0
22163,1
22164,0
22165,1
22166,0
22167,1
22168,0
22169,0
22170,1
22171,0
22172,0
22173,0
22174,0
22175,0
22176,0
22177,1
22178,1
22179,0
22180,1
22181,0
22182,1
22183,1
22184,1
22185,0
22186,0
22187,0
22188,0
22189,1
22190,1
22191,0
22192,1
22193,0
22194,0
22195,1
22196,0
22197,1
22198,0
22199,1
22200,0
22201,1
22202,0
22203,0
22204,1
22205,1
22206,0
22207,0
22208,0
22209,0
22210,0
22211,1
22212,1
22213,1
22214,0
22215,1
22216,0
22217,1
22218,0
22219,0
22220,0
22221,0
22222,1
22223,1
22224,1
22225,0
22226,0
22227,1
22228,1
22229,1
22230,1
22231,0
22232,0
22233,0
22234,1
22235,1
22236,0
22237,0
22238,1
22239,1
22240,0
22241,1
22242,0
22243,0
22244,0
22245,0
22246,1
22247,1
22248,1
22249,1
22250,0
22251,0
22252,0
22253,1
22254,0
22255,1
22256,1
22257,1
22258,0
22259,1
22260,0
22261,0
22262,1
22263,0
22264,0
22265,1
22266,1
22267,1
22268,0
22269,1
22270,1
22271,0
22272,0
22273,0
22274,0
22275,0
22276,0
22277,0
22278,1
22279,1
22280,0
22281,0
22282,1
22283,1
22284,0
22285,1
22286,1
22287,0
22288,0
22289,0
22290,0
22291,0
22292,1
22293,1
22294,1
22295,1
22296,0
22297,1
22298,1
22299,0
22300,0
22301,0
22302,0
22303,1
22304,1
22305,1
22306,0
22307,1
22308,0
22309,1
22310,0
22311,1
22312,1
22313,1
22314,0
22315,0
22316,0
22317,0
22318,0
22319,0
22320,0
22321,1
22322,0
22323,1
22324,0
22325,0
22326,0
22327,1
22328,0
22329,1
22330,0
22331,1
22332,0
22333,1
22334,1
22335,0
22336,1
22337,0
22338,1
22339,1
22340,1
22341,1
22342,0
22343,0
22344,0
22345,1
22346,0
22347,1
22348,1
22349,1
22350,1
22351,1
22352,0
22353,1
22354,1
22355,0
22356,0
22357,1
22358,1
22359,1
22360,0
22361,0
22362,1
22363,0
22364,0
22365,0
22366,0
22367,0
22368,0
22369,1
22370,0
22371,0
22372,0
22373,0
22374,1
22375,1
22376,1
22377,1
22378,1
22379,1
22380,1
22381,0
22382,0
22383,1
22384,1
22385,0
22386,1
22387,1
22388,1
22389,0
22390,1
22391,1
22392,1
22393,0
22394,1
22395,0
22396,0
22397,0
22398,0
22399,1
22400,1
22401,1
22402,1
22403,1
22404,0
22405,1
22406,1
22407,1
22408,1
22409,0
22410,0
22411,1
22412,0
22413,0
22414,1
22415,0
22416,0
22417,1
22418,1
22419,1
22420,0
22421,1
22422,0
22423,1
22424,1
22425,0
22426,1
22427,1
22428,1
22429,0
22430,0
22431,1
22432,0
22433,1
22434,0
22435,1
22436,0
22437,1
22438,0
22439,1
22440,1
22441,1
22442,0
22443,0
22444,0
22445,1
22446,1
22447,0
22448,0
22449,0
22450,1
22451,1
22452,0
22453,0
22454,1
22455,1
22456,1
22457,0
22458,0
22459,0
22460,0
22461,0
22462,1
22463,1
22464,0
22465,0
22466,0
22467,0
22468,1
22469,0
22470,0
22471,1
22472,1
22473,1
22474,1
22475,1
22476,0
22477,0
22478,1
22479,0
22480,0
22481,1
22482,1
22483,1
22484,1
22485,1
22486,0
22487,1
22488,0
22489,0
22490,0
22491,0
22492,1
22493,1
22494,1
22495,0
22496,1
22497,1
22498,1
22499,1
22500,0
22501,0
22502,1
22503,0
22504,1
22505,1
22506,0
22507,0
22508,0
22509,0
22510,0
22511,1
22512,1
22513,1
22514,1
22515,1
22516,0
22517,1
22518,0
22519,0
22520,0
22521,1
22522,1
22523,1
22524,0
22525,0
22526,0
22527,0
22528,1
22529,0
22530,0
22531,0
22532,0
22533,0
22534,0
22535,1
22536,0
22537,0
22538,0
22539,0
22540,1
22541,0
22542,0
22543,1
22544,0
22545,0
22546,0
22547,0
22548,1
22549,0
22550,0
22551,1
22552,0
22553,1
22554,0
22555,1
22556,0
22557,0
22558,0
22559,0
22560,0
22561,0
22562,1
22563,1
22564,0
22565,1
22566,0
22567,0
22568,0
22569,0
22570,0
22571,0
22572,1
22573,0
22574,0
22575,1
22576,1
22577,1
22578,0
22579,1
22580,0
22581,0
22582,0
22583,1
22584,1
22585,0
22586,1
22587,1
22588,1
22589,0
22590,1
22591,0
22592,0
22593,0
22594,0
22595,1
22596,0
22597,1
22598,1
22599,0
22600,1
22601,0
22602,1
22603,0
22604,1
22605,0
22606,1
22607,1
22608,1
22609,1
22610,0
22611,1
22612,0
22613,1
22614,0
22615,1
22616,1
22617,0
22618,1
22619,1
22620,1
22621,0
22622,0
22623,0
22624,1
22625,1
22626,1
22627,0
22628,0
22629,0
22630,0
22631,1
22632,1
22633,0
22634,0
22635,1
22636,1
22637,1
22638,1
22639,1
22640,1
22641,0
22642,1
22643,1
22644,1
22645,0
22646,1
22647,0
22648,0
22649,0
22650,0
22651,1
22652,1
22653,0
22654,0
22655,0
22656,1
22657,1
22658,1
22659,1
22660,1
22661,0
22662,0
22663,0
22664,0
22665,1
22666,1
22667,1
22668,1
22669,1
22670,0
22671,1
22672,0
22673,0
22674,0
22675,1
22676,0
22677,1
22678,1
22679,1
22680,0
22681,1
22682,0
22683,1
22684,0
22685,0
22686,0
22687,1
22688,0
22689,0
22690,0
22691,1
22692,1
22693,0
22694,1
22695,1
22696,0
22697,0
22698,1
22699,0
22700,0
22701,0
22702,0
22703,1
22704,1
22705,1
22706,0
22707,0
22708,1
22709,1
22710,1
22711,1
22712,0
22713,0
22714,1
22715,0
22716,1
22717,1
22718,1
22719,1
22720,0
22721,0
22722,1
22723,0
22724,1
22725,1
22726,1
22727,1
22728,1
22729,1
22730,0
22731,1
22732,1
22733,0
22734,0
22735,0
22736,1
22737,1
22738,1
22739,1
22740,1
22741,0
22742,1
22743,1
22744,1
22745,0
22746,1
22747,0
22748,0
22749,0
22750,0
22751,1
22752,1
22753,0
22754,1
22755,1
22756,0
22757,0
22758,1
22759,1
22760,1
22761,0
22762,1
22763,1
22764,0
22765,0
22766,0
22767,1
22768,0
22769,0
22770,1
22771,0
22772,0
22773,1
22774,1
22775,0
22776,1
22777,1
22778,1
22779,0
22780,0
22781,1
22782,0
22783,1
22784,0
22785,1
22786,0
22787,0
22788,0
22789,0
22790,0
22791,0
22792,0
22793,1
22794,1
22795,1
22796,1
22797,0
22798,0
22799,1
22800,1
22801,1
22802,0
22803,1
22804,1
22805,0
22806,1
22807,1
22808,0
22809,0
22810,0
22811,1
22812,0
22813,1
22814,1
22815,1
22816,1
22817,0
22818,0
22819,1
22820,0
22821,0
22822,0
22823,1
22824,0
22825,1
22826,1
22827,0
22828,0
22829,1
22830,1
22831,0
22832,1
22833,1
22834,0
22835,1
22836,0
22837,1
22838,1
22839,0
22840,1
22841,0
22842,0
22843,1
22844,0
22845,0
22846,0
22847,0
22848,0
22849,1
22850,0
22851,0
22852,1
22853,0
22854,0
22855,1
22856,1
22857,0
22858,1
22859,0
22860,0
22861,1
22862,1
22863,0
22864,0
22865,0
22866,1
22867,0
22868,1
22869,1
22870,1
22871,0
22872,0
22873,0
22874,1
22875,0
22876,0
22877,1
22878,0
22879,1
22880,0
22881,1
22882,0
22883,0
22884,1
22885,1
22886,1
22887,0
22888,1
22889,1
22890,0
22891,0
22892,1
22893,1
22894,1
22895,1
22896,0
22897,1
22898,0
22899,1
22900,0
22901,0
22902,0
22903,1
22904,1
22905,0
22906,1
22907,0
22908,1
22909,1
22910,0
22911,0
22912,1
22913,1
22914,0
22915,1
22916,0
22917,1
22918,1
22919,1
22920,1
22921,0
22922,1
22923,1
22924,1
22925,1
22926,0
22927,1
22928,1
22929,1
22930,0
22931,0
22932,1
22933,0
22934,0
22935,0
22936,0
22937,1
22938,0
22939,1
22940,0
22941,1
22942,0
22943,0
22944,1
22945,0
22946,0
22947,0
22948,1
22949,0
22950,1
22951,1
22952,1
22953,1
22954,0
22955,1
22956,1
22957,1
22958,1
22959,0
22960,0
22961,1
22962,0
22963,1
22964,0
22965,0
22966,1
22967,1
22968,1
22969,1
22970,0
22971,0
22972,0
22973,0
22974,1
22975,1
22976,1
22977,0
22978,1
22979,0
22980,1
22981,1
22982,0
22983,0
22984,1
22985,1
22986,0
22987,0
22988,1
22989,1
22990,1
22991,1
22992,1
22993,0
22994,0
22995,0
22996,0
22997,0
22998,1
22999,1
23000,0
23001,1
23002,1
23003,1
23004,0
23005,1
23006,1
23007,0
23008,0
23009,1
23010,1
23011,0
23012,0
23013,0
23014,0
23015,0
23016,0
23017,0
23018,0
23019,0
23020,0
23021,0
23022,1
23023,1
23024,1
23025,1
23026,1
23027,1
23028,1
23029,1
23030,0
23031,0
23032,0
23033,1
23034,1
23035,1
23036,1
23037,0
23038,1
23039,0
23040,0
23041,0
23042,1
23043,1
23044,1
23045,0
23046,0
23047,1
23048,1
23049,0
23050,1
23051,1
23052,1
23053,1
23054,0
23055,1
23056,0
23057,0
23058,0
23059,0
23060,0
23061,1
23062,0
23063,0
23064,0
23065,0
23066,0
23067,0
23068,0
23069,1
23070,1
23071,1
23072,1
23073,1
23074,0
23075,0
23076,0
23077,0
23078,1
23079,1
23080,1
23081,0
23082,0
23083,0
23084,0
23085,0
23086,0
23087,1
23088,1
23089,0
23090,0
23091,1
23092,0
23093,1
23094,0
23095,0
23096,1
23097,0
23098,1
23099,0
23100,0
23101,1
23102,1
23103,1
23104,1
23105,0
23106,1
23107,0
23108,1
23109,1
23110,1
23111,1
23112,0
23113,1
23114,1
23115,0
23116,1
23117,1
23118,0
23119,0
23120,0
23121,0
23122,1
23123,0
23124,0
23125,1
23126,1
23127,1
23128,0
23129,1
23130,0
23131,1
23132,0
23133,1
23134,1
23135,0
23136,1
23137,1
23138,0
23139,1
23140,1
23141,0
23142,0
23143,1
23144,0
23145,1
23146,1
23147,1
23148,1
23149,1
23150,0
23151,0
23152,0
23153,1
23154,1
23155,0
23156,0
23157,1
23158,1
23159,0
23160,0
23161,1
23162,1
23163,1
23164,1
23165,0
23166,1
23167,1
23168,1
23169,0
23170,0
23171,1
23172,1
23173,1
23174,0
23175,1
23176,0
23177,0
23178,1
23179,1
23180,0
23181,1
23182,1
23183,1
23184,0
23185,0
23186,1
23187,0
23188,0
23189,0
23190,0
23191,0
23192,0
23193,0
23194,0
23195,0
23196,1
23197,0
23198,1
23199,0
23200,1
23201,0
23202,1
23203,0
23204,1
23205,1
23206,0
23207,1
23208,0
23209,0
23210,0
23211,1
23212,0
23213,1
23214,1
23215,0
23216,1
23217,1
23218,1
23219,0
23220,1
23221,0
23222,0
23223,1
23224,0
23225,1
23226,0
23227,0
23228,1
23229,1
23230,1
23231,1
23232,0
23233,0
23234,1
23235,1
23236,0
23237,0
23238,0
23239,0
23240,0
23241,1
23242,0
23243,0
23244,0
23245,1
23246,1
23247,0
23248,1
23249,1
23250,0
23251,1
23252,0
23253,1
23254,0
23255,1
23256,0
23257,0
23258,0
23259,0
23260,1
23261,1
23262,0
23263,0
23264,1
23265,1
23266,0
23267,0
23268,0
23269,1
23270,1
23271,1
23272,1
23273,1
23274,1
23275,0
23276,1
23277,0
23278,1
23279,0
23280,1
23281,0
23282,1
23283,0
23284,1
23285,1
23286,0
23287,1
23288,0
23289,0
23290,1
23291,1
23292,0
23293,1
23294,0
23295,0
23296,0
23297,0
23298,1
23299,1
23300,1
23301,1
23302,0
23303,1
23304,0
23305,0
23306,1
23307,0
23308,1
23309,0
23310,0
23311,1
23312,0
23313,1
23314,0
23315,1
23316,0
23317,0
23318,0
23319,1
23320,1
23321,1
23322,0
23323,1
23324,1
23325,1
23326,1
23327,1
23328,0
23329,1
23330,1
23331,1
23332,0
23333,0
23334,1
23335,1
23336,1
23337,1
23338,1
23339,0
23340,1
23341,0
23342,0
23343,0
23344,1
23345,0
23346,0
23347,1
23348,1
23349,1
23350,1
23351,0
23352,0
23353,1
23354,0
23355,0
23356,1
23357,0
23358,0
23359,1
23360,0
23361,1
23362,1
23363,0
23364,1
23365,1
23366,0
23367,0
23368,1
23369,0
23370,0
23371,0
23372,1
23373,0
23374,0
23375,1
23376,0
23377,0
23378,0
23379,0
23380,1
23381,1
23382,1
23383,0
23384,0
23385,1
23386,0
23387,1
23388,0
23389,1
23390,1
23391,1
23392,1
23393,1
23394,0
23395,0
23396,1
23397,0
23398,1
23399,1
23400,1
23401,0
23402,1
23403,1
23404,1
23405,1
23406,1
23407,1
23408,0
23409,0
23410,1
23411,1
23412,0
23413,1
23414,0
23415,0
23416,0
23417,0
23418,1
23419,0
23420,1
23421,0
23422,1
23423,1
23424,1
23425,0
23426,1
23427,1
23428,1
23429,0
23430,0
23431,0
23432,0
23433,1
23434,0
23435,1
23436,1
23437,0
23438,1
23439,1
23440,0
23441,0
23442,0
23443,0
23444,0
23445,0
23446,0
23447,1
23448,1
23449,0
23450,1
23451,1
23452,0
23453,1
23454,1
23455,0
23456,0
23457,1
23458,0
23459,0
23460,0
23461,1
23462,1
23463,0
23464,0
23465,1
23466,0
23467,0
23468,0
23469,1
23470,0
23471,1
23472,0
23473,0
23474,0
23475,1
23476,0
23477,0
23478,1
23479,1
23480,0
23481,1
23482,1
23483,0
23484,1
23485,0
23486,0
23487,1
23488,0
23489,0
23490,0
23491,1
23492,1
23493,1
23494,0
23495,0
23496,0
23497,0
23498,1
23499,0
23500,0
23501,1
23502,0
23503,0
23504,1
23505,1
23506,0
23507,1
23508,1
23509,0
23510,1
23511,1
23512,1
23513,1
23514,1
23515,1
23516,0
23517,1
23518,1
23519,0
23520,1
23521,1
23522,0
23523,1
23524,0
23525,1
23526,1
23527,1
23528,1
23529,0
23530,0
23531,0
23532,0
23533,1
23534,1
23535,1
23536,0
23537,1
23538,1
23539,1
23540,0
23541,1
23542,0
23543,0
23544,1
23545,1
23546,0
23547,0
23548,1
23549,0
23550,0
23551,0
23552,1
23553,1
23554,1
23555,1
23556,1
23557,1
23558,1
23559,1
23560,0
23561,0
23562,1
23563,0
23564,0
23565,1
23566,0
23567,0
23568,0
23569,1
23570,0
23571,0
23572,1
23573,1
23574,0
23575,1
23576,1
23577,1
23578,0
23579,1
23580,0
23581,1
23582,0
23583,0
23584,1
23585,0
23586,0
23587,1
23588,1
23589,0
23590,1
23591,0
23592,0
23593,1
23594,1
23595,0
23596,1
23597,0
